STANOX_NO,FULL_NAME,CRS_CODE,Route_Description
51529,BARKING UPNEY JUNCTION,,Anglia
44100,BARKSTON EAST JN,,East Midlands
44379,BARKSTON SOUTH JN,,East Coast
43306,BARLASTON,BRT,West Coast South
16525,BARLBY LOOPS,,North & East
16528,BARLBY NORTH JN,,North & East
08732,BARLEITH WALKER J,,Scotland
89402,BARMING,BMG,Kent
64414,BARMOUTH,BRM,Wales
23402,BARNBY DUN ROC. GLASS GBRF,,East Coast
23401,BARNBY DUN ROCKWARE GLASS,,East Coast
88422,BARNEHURST,BNH,Kent
88393,BARNEHURST SIG NK1532,,Kent
87149,BARNES,BNS,Wessex
87150,BARNES BRIDGE,BNI,Wessex
87166,BARNES SIGNAL W1090,,Wessex
21415,BARNETBY,BTB,North & East
21412,BARNETBY DN RECP SDG (FHH),,North & East
21413,BARNETBY EA CATTLE WHARF FP*,,North & East
21411,BARNETBY EA LWR SDG OTM,,North & East
21417,BARNETBY GPL CB8801,,North & East
21414,BARNETBY SDGS COLAS RAIL,,North & East
21416,BARNETBY SIGNAL BE27,,North & East
21418,BARNETBY SIGNAL CB8843,,North & East
21488,BARNETBY SIGNAL CB8843,,North & East
86451,BARNHAM,BAA,Sussex
86452,BARNHAM ENGINEERS,,Sussex
86454,BARNHAM SIGNAL BH115,,Sussex
86453,BARNHAM SIGNAL BH122,,Sussex
86450,BARNHAM UP SIDINGS,,Sussex
06523,BARNHILL,BNL,Scotland
03095,BARNHILL (PERTH),,Scotland
52057,BARNSBURY JN,,Anglia
24385,BARNSLEY,BNY,North & East
24388,BARNSLEY SIG 1071,,North & East
24386,BARNSLEY SIG 2305,,North & East
24387,BARNSLEY SIG 2310,,North & East
83222,BARNSTAPLE,BNP,Western
66525,BARNT GREEN,BTG,Central
47201,BARNWELL JN. B.P.,,Anglia
68082,BARNWOOD JN.,,Western
68083,BARNWOOD SDGS,,Western
72260,BARONS COURT LT,ZBQ,Private Railway
07224,BARRHEAD,BRR,Scotland
08645,BARRHILL,BRL,Scotland
08654,BARRHILL BR15 SIGNAL,,Scotland
47253,BARRINGTON (FLHH),,Anglia
47255,BARRINGTON PAD GBRF,,Anglia
47254,BARRINGTON RR GBRF,,Anglia
47251,BARRINGTON RUN ROUND,,Anglia
47252,BARRINGTON UNLOADING PAD,,Anglia
11233,BARROW C.S.,XBF,North West
11247,BARROW DOCKS (ABP),,North West
21004,BARROW HAVEN,BAV,North & East
27227,BARROW HILL COLAS RAIL,,North & East
27224,BARROW HILL DOWN GOODS (FLHH),,North & East
27216,BARROW HILL LIMIT OF SHUNT,,North & East
27212,BARROW HILL L.I.P.,,North & East
27218,BARROW HILL LIP C&W GBRF,,North & East
27213,BARROW HILL LOCO SHED FHH,,North & East
27217,BARROW HILL NORTH JN,,North & East
27220,BARROW HILL R.S.,,North & East
27215,BARROW HILL SIGNAL 1003,,North & East
27219,BARROW HILL SOUTH JN.,,North & East
27214,BARROW HILL STAVELEY GDSLP,,North & East
27222,BARROW HILL STAVELEY GOODS FLHH,,North & East
27225,BARROW HILL UP REC 4,,North & East
27226,BARROW HILL UP SDG 4 GBRF,,North & East
27223,BARROW HILL UP SDG NO 1,,North & East
27221,BARROW HILL UP SDGS NO 2 AND 3,,North & East
11231,BARROW-IN-FURNESS,BIF,North West
11232,BARROW-IN-FURNESS SIG 52/53/54,,North West
11249,BARROW-IN-FURNESS T.C.,,North West
11243,BARROW MARINE TERMINAL,,North West
81424,BARROW ROAD A.C.C. R.T.S,,Western
59009,BARROW UPON SOAR,BWS,East Midlands
78810,BARRY,BRY,Wales
78812,BARRY,,Wales
78808,BARRYDOCK,,Wales
78811,BARRYDOCK,,Wales
78813,BARRYDOCK,,Wales
78805,BARRY DOCKS,BYD,Wales
78802,BARRY DOCKS ABP SHIPMENT,,Wales
78809,BARRY DOCKS DOW CHEMICALS,,Wales
78801,BARRY DOCKS (DUNN) (ADVENZA),,Wales
78807,BARRY DOCKS (DUNN BROS),,Wales
78803,BARRY DOCKS EWS,,Wales
78806,BARRY DOCKS (HEXION),,Wales
78804,BARRY DOCKS ZEON,,Wales
78899,BARRY DOWN GOODS LOOP,,Wales
78118,BARRY DOWN SIDINGS,,Wales
78817,BARRY ISLAND,BYI,Wales
78818,BARRY ISLAND COLAS RAIL,,Wales
03038,BARRY LINKS,BYL,Scotland
78815,BARRY SIGNAL B49,,Wales
78816,BARRY TOURIST RAILWAY,,Wales
42414,BARTHOMLEY JN,,North West
30106,BARTON & BROUGHTON,,North West
30107,BARTON & BROUGHTON,,North West
33012,BARTONDK,,North West
33011,BARTON DOCK ROAD C.B.,,North West
33013,BARTON DOCK ROAD (GBRF),,North West
57728,BARTON GPL DY56,,East Midlands
57729,BARTON GPL DY57,,East Midlands
16234,BARTON HILL,,North & East
81433,BARTON HILL FLINER HH,,Western
21001,BARTON-ON-HUMBER,BAU,North & East
57725,BARTON UNDER NEEDWOOD CMD,XUN,East Midlands
57727,BARTON UNDER NEEDWOOD N JN,,East Midlands
57726,BARTON UNDER NEEDWOOD S JN,,East Midlands
57731,BARTON U NEEDWOOD LH GROUP,,East Midlands
57724,BARTON & WALTON,,East Midlands
64123,BASCHURCH LEVEL CROSSING,,Wales
00506,BASEL,,High Speed
00505,BASEL SBB GB GTI,,High Speed
55118,BASFORD,,East Midlands
51019,BASILDON,BSO,Anglia
86066,BASINGSTOKE,BSK,Wessex
86065,BASINGSTOKE BARTN ML C.S.D,XBS,Wessex
86052,BASINGSTOKE BARTON MILL EAST,,Wessex
86058,BASINGSTOKE DN E END SDG,XDF,Wessex
86063,BASINGSTOKE DOWN YARD,XBT,Wessex
86060,BASINGSTOKE NORTH YARD,,Wessex
86050,BASINGSTOKE SIG B5106,,Wessex
86053,BASINGSTOKE SIGNAL 109,,Wessex
86055,BASINGSTOKE SIGNAL BE5105,,Wessex
86062,BASINGSTOKE SIGNAL BE547,,Wessex
86064,BASINGSTOKE WEST YARD,XBZ,Wessex
89349,BAT & BALL,BBL,Kent
81502,BATH A.C.C. R.T.S.,,Western
75356,BATHAMPTON JN,,Western
75359,BATHAMPTON SIG BL1990,,Western
75358,BATHAMPTON SIGNAL 1995,,Western
04010,BATHGATE,BHG,Scotland
07330,BATHGATE EAST JN,,Scotland
07332,BATHGATE LMD,,Scotland
04012,BATHGATE M.A.T.,,Scotland
07333,BATHGATE SIG 2031,,Scotland
04009,BATHGATE T.C.,,Scotland
81500,BATH GOODS LOOP,,Western
81505,BATH GOODS SIG BL 1924,,Western
81506,BATH SIDINGS,,Western
81501,BATH SPA,BTH,Western
81499,BATH YARD,,Western
18437,BATLEY,BTL,North & East
15511,BATTERSBY,BTT,North & East
87239,BATTERSEA LOOP,,Sussex
87203,BATTERSEA PARK,BAK,Sussex
87199,BATTERSEA PIER JN.,,Sussex
87278,BATTERSEA REVRSIBLE GPL571,,Sussex
89398,BATTLE,BAT,Kent
89385,BATTLE NO 2 CROSSOVER,,Kent
50309,BATTLESBRIDGE,BLB,Anglia
12225,BATTLESHIP WHF NTH BLYTH (GBRF),,North & East
23487,BAWTRY CROSSOVER,,East Coast
53243,BAYFORD,BAY,East Coast
11725,BAY HORSE,,North West
64234,BAYSTON HILL QUARRY,,Wales
33049,BDGWATRJN,,North West
73502,BEACONSFIELD,BCF,Central
12103,BEAL CROSSOVERS TW134,,East Coast
12101,BEAL CROSSOVERS TW136,,East Coast
49125,BEALINGS,,Anglia
12105,BEAL L.C.,,East Coast
15628,BEAM MILL JN.,,North & East
66454,BEARLEY,BER,Central
66453,BEARLEY JN,,Central
06305,BEARSDEN,BRN,Scotland
89404,BEARSTED,BSD,Kent
06005,BEASDALE,BSL,Scotland
07977,BEATTOCK,,Scotland
07978,BEATTOCK DOWN SDGS,,Scotland
07995,BEATTOCK D.P.L.,,Scotland
08014,BEATTOCK MC729,,Scotland
08011,BEATTOCK SIG MC 716,,Scotland
07999,BEATTOCK SIG MC725,,Scotland
07975,BEATTOCK SUMMIT,,Scotland
07990,BEATTOCK SUMMIT DOWN SDGS,,Scotland
07974,BEATTOCK SUMMIT D.P.L.,,Scotland
07973,BEATTOCK SUMMIT U.P.L.,,Scotland
07976,BEATTOCK U.P.L.,,Scotland
07996,BEATTOCK UP SDGS,,Scotland
07987,BEATTOCK UP SUMMIT SDGS,,Scotland
86896,BEAULIEU ROAD,BEU,Wessex
01089,BEAULY,BEL,Scotland
38208,BEBINGTON,BEB,North West
49103,BECCLES,BCC,Anglia
88472,BECKENHAM HILL,BEC,Kent
88316,BECKENHAM JN SIG VS607,,Kent
88315,BECKENHAM JUNCTION,BKJ,Kent
88556,BECKENHAM SIGNAL VS167,,Kent
88543,BECKENHAM SPUR,,Kent
23507,BECKINGHAM LOOP,,North & East
15904,BEDALE (TEST),,Private Railway
62011,BEDFORD,BDM,East Midlands
62015,BEDFORD CAULDWELL DEPOT,,East Midlands
62014,BEDFORD C S,,East Midlands
62017,BEDFORD ENGINEERS SDGS,,East Midlands
62022,BEDFORD JOWETT SDGS,,East Midlands
62008,BEDFORD NORTH JN.,,East Midlands
62009,BEDFORD NORTH SIDINGS,,East Midlands
62010,BEDFORD SIG 603,,East Midlands
62023,BEDFORD SIGNAL WH642,,East Midlands
62016,BEDFORD SOUTH JN.,,East Midlands
62035,BEDFORD ST JOHNS,BSJ,West Coast South
62036,BEDFORD ST JOHNS G.L.,,West Coast South
62021,BEDFORD WASH ROAD,,East Midlands
86339,BEDHAMPTON,BDH,Wessex
12236,BEDLINGTON NTH. L.C.,,North & East
12241,BEDL'TON FURNACEWAY SDGS,,North & East
81813,BEDMINSTER,BMT,Western
69106,BEDWORTH,BEH,West Coast South
69105,BEDWORTH GROUND FRAME,,West Coast South
69104,BEDWORTH MURCO SDGS,,West Coast South
69109,BEDWORTH PUMA GBRF,,West Coast South
74816,BEDWYN,BDW,Western
74823,BEDWYN REVERSING SDG,,Western
89415,BEECHBROOK FARM LOOP,,Kent
82115,BEECHGROVE GF,,Western
55214,BEESTNSDS,,East Midlands
55212,BEESTON,BEE,East Midlands
42113,BEESTON CASTLE & T. S. B.,,North West
55211,BEESTON CEMENT SDGS,,East Midlands
55224,BEESTON HEADSHUNT,,East Midlands
55217,BEESTON NORTH JN,,East Midlands
55223,BEESTON RUN ROUND,,East Midlands
55215,BEESTON SIDINGS,,East Midlands
55210,BEESTON SIDINGS GBRF,,East Midlands
55208,BEESTON SIG 344,,East Midlands
55222,BEESTON SIG TN4918,,East Midlands
55225,BEESTON SIG TN4931,,East Midlands
55216,BEESTON SIMS MCINTYRE LTD,,East Midlands
55218,BEESTON SIMS METALS FHH,,East Midlands
55220,BEESTON SIMS METALS GBRF,,East Midlands
55213,BEESTON SOUTH JN,,East Midlands
55209,BEESTON SOUTH SDGS (FASTLINE),,East Midlands
25826,BEIGHTON DEPOT,,North & East
25827,BEIGHTON DEPOT E ALLEN,,North & East
25831,BEIGHTON JN,,North & East
25825,BEIGHTON STATION JN,,North & East
07100,BEITH,,Scotland
89513,BEKESBOURNE,BKS,Kent
15015,BELASIS LANE S.B.,,North & East
12107,BELFORD DRS,,East Coast
12106,BELFORD L.C.,,East Coast
12114,BELFORD TAMPER SIDINGS,,East Coast
54304,BELLE ISLE,XKB,East Coast
54305,BELLE ISLE SIG K303,,East Coast
32061,BELLE VUE,BLV,North West
06701,BELLGROVE,BLG,Scotland
06530,BELLGROVE SIG YS783,,Scotland
06705,BELLGROVE SIG YS785,,Scotland
88471,BELLINGHAM,BGM,Kent
88484,BELLINGHAM SDG,,Kent
07429,BELLSHILL,BLH,Scotland
44221,BELLWATER JN. S.B.,,East Midlands
08620,BELMONT,,Scotland
87675,BELMONT,BLM,Sussex
23432,BELMONT DOWN RECEPTION,,East Coast
23455,BELMONT DOWN RECEPTION,,East Coast
57111,BELPER,BLP,East Midlands
89329,BELTRING,BEG,Kent
88602,BELVEDERE,BVD,Kent
19006,BEMPTON,BEM,North & East
51014,BENFLEET,BEF,Anglia
07435,BENHAR JN,XJB,Scotland
07437,BENHAR JN C.E.,,Scotland
00232,BENIFAYO-ALMOSAFES,,High Speed
16401,BENINGBROUGH,,East Coast
56541,BENNERLEY,,East Midlands
56450,BENNERLY JN,,East Midlands
17054,BEN RHYDDING,BEY,North & East
11563,BENTHAM,BEN,North West
56302,BENTINCK COLLY SDGS,,East Midlands
87024,BENTLEY,BTY,Wessex
23201,BENTLEY CROSSOVER,,East Coast
66463,BENTLEY HEATH CROSSING,,Central
23027,BENTLEY JN,,East Coast
49300,BENTLEY (SUFFOLK),,Anglia
23115,BENTLEY (S.YORKS),BYK,East Coast
12419,BENTON (METRO),BNO,East Coast
12255,BENTON NTH JN,,East Coast
84207,BERE ALSTON,BAS,Western
84205,BERE FERRERS,BFE,Western
68144,BERKELEY C.E.G.B.,,Western
68145,BERKELEY RD JN,,Western
70421,BERKHAMSTED,BKM,West Coast South
69211,BERKSWELL,BKW,Central
69103,BERMUDA PARK,BEP,West Coast South
48066,BERNEY ARMS,BYA,Anglia
18488,BERRY BROW,BBW,North & East
02069,BERRYDEN JUNCTION,,Scotland
87170,BERRYLANDS,BRS,Wessex
87285,BERRYLANDS JUNCTION,,Wessex
88245,BERWICK SIG 1362,,Sussex
12004,BERWICK SOUTH SIDING,,East Coast
88246,BERWICK (SUSSEX),BRK,Sussex
12001,BERWICK-UPON-TWEED,BWK,East Coast
12002,BERWICK UPON TWEED GDS LP,,East Coast
12000,BERWICK-U-T NTH DOWN SDGS,,East Coast
35018,BESCAR LANE,BES,North West
65703,BESCOT BALLAST RECLAIM STE,,Central
65704,BESCOTBKS,,Central
65713,BESCOT C&D ROADS SPOIL TIP,,Central
65708,BESCOT CURVE JN.,,Central
65700,BESCOT DOWN SIDE,XBY,Central
65717,BESCOT DOWN SIDE GBRF,,Central
65714,BESCOT ENG SDG PPM POINT,,Central
65712,BESCOT HOLDING SIDINGS,,Central
65709,BESCOT JN,,Central
65707,BESCOT STADIUM,BSC,Central
65701,BESCOT STORAGE SIDINGS,,Central
65702,BESCOT T.M.D.,,Central
65710,BESCOT UP AND DOWN GOODS,,Central
65719,BESCOT UP BROOK SDGS GBRF,,Central
65720,BESCOT UP ENGINEERS GBRF,,Central
65705,BESCOT UP ENGINEERS SDGS,,Central
65706,BESCOT UP LOOP,,Central
65711,BESCOT UP REC SDGS - VRT Q,,Central
65718,BESCOT VQ RECEPTION GBRF,,Central
23475,BESSACARR JN,,East Coast
55111,BESTWOOD PARK JN,,East Midlands
87085,BETCHWORTH,BTO,Sussex
87090,BETCHWORTH UP CE SIDING,,Wessex
52739,BETHNAL GREEN,BET,Anglia
52744,BETHNAL GREEN EAST JN.,,Anglia
52740,BETHNAL GREEN NORTH JN.,,Anglia
52742,BETHNAL GREEN WEST JN.,,Anglia
42300,BETLEY ROAD SB,,West Coast South
00889,BETTEMBOURG,BBR,High Speed
40061,BETWS-Y-COED,BYC,Wales
19023,BEVERLEY,BEV,North & East
88275,BEXHILL,BEX,Sussex
88268,BEXHILL GROUND FRAME,,Sussex
88267,BEXHILL SUNT SIG 1435,,Sussex
88463,BEXLEY,BXY,Kent
88421,BEXLEYHEATH,BXH,Kent
66407,B'HAM MOOR ST SIG WM190,,Central
74554,BICESTER C.O.D.,,Central
74556,BICESTER DEPOT EAST JN,,Central
74559,BICESTER DEPOT-GLP-RR,,Central
74553,BICESTER DEPOT SIG OB5009,,Central
74560,BICESTER DEPOT WEST JN,,Central
69501,BICESTER ENGINEERS SDGS,,Central
74562,BICESTER GAVRAY JN,,Central
74555,BICESTER LONDON RD L.C.,,Central
74549,BICESTER MOD GBRF,,Central
69502,BICESTER NORTH,BCS,Central
69499,BICESTER NORTH TURNBACK SG,,Central
69507,BICESTER NTH SIG 189,,Central
69509,BICESTER NTH SIG 192,,Central
74563,BICESTER SIG ME2032,,Central
74567,BICESTER SIG ME210,,Central
69503,BICESTER SIGNAL ME2034,,Central
74564,BICESTER SIG OB1792,,Central
74565,BICESTER SIG OB1794,,Central
74566,BICESTER SIG OB9024,,Central
74561,BICESTER SOUTH JN,XJV,Central
74557,BICESTER VILLAGE,BIT,Central
88478,BICKLEY,BKL,Kent
88479,BICKLEY JN,XLY,Kent
88527,BICKLEY JNC SIGNAL AD35,,Kent
88532,BICKLEY SIGNAL VS626,,Kent
38012,BIDSTON,BID,North West
38019,BIDSTON DEE JN,,North West
38014,BIDSTON EAST JN,,North West
38013,BIDSTON SIDINGS,,North West
38017,BIDSTON SIG 601,,North West
38015,BIDSTON SIGNAL 1544,,North West
38007,BIDSTON STABLING SIDINGS,,North West
45611,BIGGLESWADE,BIW,East Coast
45612,BIGGLESWADE PLASMOR,,East Coast
45614,BIGGLESWADE SIG K235,,East Coast
65035,BILBROOK,BBK,Central
50327,BILLERICAY,BIC,Anglia
15039,BILLINGHAM,BIL,North & East
15029,BILLINGHAM JN,,North & East
15021,BILLINGHAM MARCROFT ENG.,,North & East
15022,BILLINGHAM RFS ENG,,North & East
87934,BILLINGHURST SIGNAL T862,,Sussex
87951,BILLINGSHURST,BIG,Sussex
87990,BILLINGSHURST SIGNAL T1430,,Sussex
55625,BINGHAM,BIN,East Midlands
17016,BINGLEY,BIY,North & East
66033,BIRCH COPPICE EXCHANGE SDG,,Central
66035,BIRCH COPPICE EX SDS (FASTLINE),,Central
66034,BIRCH COPPICE FREIGHTLINER,,Central
66036,BIRCH COPPICE GBRF,,Central
66037,BIRCH COPPICE REPAIR POINT,,Central
78387,BIRCHGROVE,BCG,TfW Cardiff Valleys
89479,BIRCHINGTON-ON-SEA,BCH,Kent
89481,BIRCHNGTN,,Kent
36716,BIRCHWOOD,BWD,North West
88312,BIRKBECK,BIK,Sussex
36060,BIRKDALE,BDL,North West
36059,BIRKDALE SIDINGS,,North West
38101,BIRKENHEAD CAVENDISH T.C.,,North West
38200,BIRKENHEAD CENTRAL,BKC,North West
38199,BIRKENHEAD CENTRAL C.S.,,North West
38197,BIRKENHEAD CENTRAL SIG 717,,North West
38131,BIRKENHEAD DOCKS (MDHC),,North West
38151,BIRKENHEAD NORTH,BKN,North West
38155,BIRKENHEAD NORTH E.M.U.D,XDB,North West
38152,BIRKENHEAD NORTH SIGNL 564,,North West
38153,BIRKENHEAD PARK,BKP,North West
09437,BIRKETT TUNNEL,,North West
57800,BIRMINGHAM CURVE JN,,East Midlands
69215,BIRMINGHAM INTERNATIONAL,BHI,Central
69214,BIRMINGHAM INTER NORTH JN,,Central
69216,BIRMINGHAM INTER SOUTH JN,,Central
66411,BIRMINGHAM MOOR STREET,BMO,Central
66418,BIRMINGHAM MOOR STREET SDG 1,,Central
66410,BIRMINGHAM MOOR STREET SDG 2,,Central
65629,BIRMINGHAM NEW ST BALLAST,,Central
65630,BIRMINGHAM NEW STREET,BHM,Central
66409,BIRMINGHAM SNOW HILL,BSW,Central
66408,BIRMINGHAM SNOW HILL T/B S,,Central
66406,BIRMINGHAM SNOW HL SIGSY459,,Central
66990,BIRMINGHM,,NONE
13554,BIRTLEY JN,,East Coast
15826,BISHOP AUCKLAND,BIA,North & East
15827,BISHOP AUCKLAND WEST,,North & East
06443,BISHOPBRIGGS,BBG,Scotland
83014,BISHOPS LYDEARD,BIB,Private Railway
83020,BISHOPS LYDEARD WSR (GBRF),,Western
47412,BISHOPS STORTFORD,BIS,Anglia
47501,BISHOPS STORTFORD CHARRGTN,,Anglia
47413,BISHOPS STORTFORD C. SDGS,,Anglia
47411,BISHOPS STORTFORD RECP.,,Anglia
47414,BISHOPS STORTFORD UP LOOP,,Anglia
88238,BISHOPSTONE,BIP,Sussex
07132,BISHOPTON,BPT,Scotland
07131,BISHOPTON BRIT. AEROSPACE,,Scotland
86216,BITTERNE,BTE,Wessex
29158,BLACKBNFD,,North West
29150,BLACKBURN,BBN,North West
29170,BLACKBURN BOLTON BRANCH JN,,North West
29152,BLACKBURN BOLTON RD SDG PWAY YD,,North West
29153,BLACKBURN EAST LANCS SDG,,North West
29159,BLACKBURN KING ST (B.FUEL),,North West
29154,BLACKBURN KING STREET,,North West
29157,BLACKBURN PG FOGARTY,,North West
29149,BLACKBURN SIG 444,,North West
29151,BLACKBURN STN HOLDING SDGS,,North West
29160,BLACKBURN TAYLOR ROAD GF,,North West
23456,BLACK CARR JN DONCASTER,,East Coast
03155,BLACKFORD,,Scotland
03154,BLACKFORD DOWN SDG ISU CE,,Scotland
03159,BLACKFORD FREIGHT TERMINAL,,Scotland
03166,BLACKFORD F.T. (DRS),,Scotland
03164,BLACKFORD SOUTH JUNCTION,,Scotland
03158,BLACKFORD UP SIDING,,Scotland
87242,BLACKFRIARS C.H.S.,,Kent
88395,BLACKFRIARS JN,,Kent
88384,BLACKFRIARS JN TVS4408,,Kent
70342,BLACKGROVE ROAD,,Central
88416,BLACKHEATH,BKH,Kent
14185,BLACKHILLS FARM,,North & East
51555,BLACKHORSE ROAD,BHO,Anglia
30021,BLACKPOOL NORTH,BPN,North West
30022,BLACKPOOL NORTH CAR. M.D.,XNS,North West
30034,BLACKPOOL PLEASURE BEACH,BPB,North West
30033,BLACKPOOL SOUTH,BPS,North West
07328,BLACKRIDGE STN,BKR,Scotland
30221,BLACKROD,BLK,North West
69504,BLACKTHORNE,,Central
87009,BLACKWATER,BAW,Wessex
87011,BLACKWATER SIGNAL WM530,,Wessex
67001,BLACKWELL,,Central
56126,BLACKWELL (DB SCHENKER),,East Midlands
56123,BLACKWELL (FLHH),,East Midlands
56124,BLACKWELL SIGNAL TC4726,,East Midlands
56125,BLACKWELL SIG TC4727,,East Midlands
56129,BLACKWELL SOUTH JN (DERBS),,East Midlands
40066,BLAENAU FFESTINIOG,BFF,Wales
40069,BLAENAU FFESTINIOG NO2 GF,,Wales
40068,BLAENAU FFESTINIOG NO3 GF,,Wales
03101,BLAIR ATHOLL,BLA,Scotland
03099,BLAIR ATHOLL DOWN SIDINGS,,Scotland
06714,BLAIRHILL,BAI,Scotland
65938,BLAKEDOWN,BKD,Central
65343,BLAKE STREET,BKT,Central
07486,BLANTYRE,BLT,Scotland
82207,BLATCHBRIDGE JN,,Western
13403,BLAYDON,BLO,North & East
09445,BLEA MOOR,,North West
09446,BLEA MOOR UGL,,North West
55505,BLEASBY,BSB,East Midlands
70304,BLETCHC&W,,West Coast South
74450,BLETCH GF,,Western
70306,BLETCHLEY,BLY,West Coast South
70314,BLETCHLEY ARRIVAL,,West Coast South
70295,BLETCHLEY CAMBRIDGE SDGS,,West Coast South
70290,BLETCHLEY CEMEX GBRF,,West Coast South
70307,BLETCHLEY CE SDGS,,West Coast South
70309,BLETCHLEY C.S.,XBL,West Coast South
70296,BLETCHLEY DOWN SDGS,,West Coast South
70312,BLETCHLEY DRAYTON RD JN,,West Coast South
70305,BLETCHLEY FIELD SIDINGS,,West Coast South
70301,BLETCHLEY FLYOVER JN,,West Coast South
70313,BLETCHLEY FREIGHT DPT FHH,,West Coast South
70303,BLETCHLEY HOPPER SIDINGS,,West Coast South
70308,BLETCHLEY ISU (S&TE),,West Coast South
70299,BLETCHLEYN RELIEF 1,,West Coast South
70298,BLETCHLEY RELIEF 2,,West Coast South
70297,BLETCHLEY SHUNT NECK,,West Coast South
70292,BLETCHLEY SIGNAL BY76,,West Coast South
72092,BLETCHLEY SIGNAL BY76,,West Coast South
70293,BLETCHLEY SMT OF FLYOVER,,West Coast South
70310,BLETCHLEY SOUTH JN,,West Coast South
70294,BLETCHLEY SWANBOURNE SDG,,West Coast South
70302,BLETCHLEY T.M.D.,XBQ,West Coast South
70291,BLETCHLEY WATER EATON RD,,West Coast South
70300,BLETCHLEY YARD,XYB,West Coast South
04813,BLINDWELLS OPENCAST,,Scotland
70138,BLISWORTH C.E. SDGS,,West Coast South
70139,BLISWORTH GROUND FRAME,,West Coast South
70051,BLISWORTH SIG KR1200,,West Coast South
70052,BLISWORTH SIG KR1201,,West Coast South
29155,BLKBBOLJN,,North West
30166,BLNSCOUGH,,North West
46003,BLOTOFT SIGNAL BOX,,East Midlands
65522,BLOXWCH,,Central
65519,BLOXWICH,BLX,Central
65521,BLOXWICH IMPERIAL SMELTING,,Central
65517,BLOXWICH NORTH,BWN,Central
65523,BLOXWICH SIGNAL BH103,,Central
65520,BLOXWICH SIGNAL BOX,,Central
88412,BLUE ANCHOR,,Kent
36068,BLUNDELLSANDS & CROSBY,BLN,North West
12990,BLYTH,,North & East
12230,BLYTH CAMBOIS L.I.P.,,North & East
43503,BLYTHE BRIDGE,BYB,East Midlands
12231,BLYTH EWS C&W,,North & East
74426,BMW OXFORD C&W,,Western
01143,BOAT OF GARTEN,BGR,Scotland
01148,BOAT OF GARTEN GBRF,,Scotland
02040,BOAT OF KINTORE,,Scotland
00023,BOCHUM HBF,BUM,High Speed
85011,BODMIN PARKWAY,BOD,Western
85015,BODMINPKW,,Western
85012,BODMIN SDG,,Western
85013,BODMIN SIG LL1042,,Western
85014,BODMIN SIG LL1043,,Western
40017,BODORGAN,BOR,Wales
00027,BOENEN (GERMANY),,High Speed
09193,BOG JN,,North West
86441,BOGNOR REGIS,#MULTIVALUE,Sussex
86440,BOGNOR REGIS (BALLAST),,Sussex
86443,BOGNOR REGIS SIDING,,Sussex
86442,BOGNOR REGIS SIG BR13,,Sussex
86444,BOGNOR REGIS SIGNAL BR55,,Sussex
08301,BOGSIDE (AYRSHIRE),,Scotland
08303,BOGSIDE JUNCTION,,Scotland
07028,BOGSTON,BGS,Scotland
14007,BOLDON EAST JN,,East Coast
14001,BOLDON NORTH JUNCTION,,East Coast
14002,BOLDON WEST JCN,,East Coast
72250,BOLLOLANE,,Anglia
27114,BOLSOVER COALITE,,North & East
27115,BOLSOVER COALITE (FHH),,North & East
27113,BOLSOVER C&W EWS,,North & East
31620,BOLTON,BON,North West
24011,BOLTON-ON-DEARNE,BTD,North & East
24010,BOLTON-UPON-DEARNE LOS,,North & East
73112,BOND STREET,BDS,Private Railway
05116,BO'NESS D.P.L.,,Scotland
05124,BO'NESS EXCHANGE SDGS GBRF,,Scotland
05123,BO'NESS GBRF,,Scotland
05118,BO'NESS G.F.,,Scotland
05117,BO'NESS JN,,Scotland
05115,BO'NESS JN EXCHANGE SDG,,Scotland
00031,BONN HBF,BNJ,High Speed
64314,BONTDOLGOCH,,Wales
87072,BOOKHAM,BKA,Wessex
16245,BOOTHAM,,North & East
19157,BOOTHFERRY PARK,,North & East
11209,BOOTLE,BOC,North West
36600,BOOTLE BRANCH JN,,North West
36085,BOOTLE DOWN & UP GDS LINE,,North West
36074,BOOTLE JN,,North West
36071,BOOTLE NEW STRAND,BNW,North West
36072,BOOTLE ORIEL ROAD,BOT,North West
88284,BOPEEP JN S.B.,XOP,Kent
00792,BORDEAUX ST. JEAN,BOX,High Speed
00845,BORDERTGV,,High Speed
66412,BORDESLEY,BBS,Central
66417,BORDESLEY CAR TERMINAL,,Central
66324,BORDESLEY JN,XIR,Central
66419,BORDESLEY LOOP,,Central
66413,BORDESLEY SIG LJ7326,,Central
66401,BORDESLEY SOUTH JN,,Central
66405,BORDESLEY UP LOOP,,Central
66416,BORDSLEY T.C.,,Central
15882,BOROUGHBRIDGE RD. L.C.,,East Coast
89412,BOROUGH GREEN DOWN LOOP,,Kent
89435,BOROUGH GREEN SIG ME303,,Kent
89401,BOROUGH GREEN & WROTHAM,BRG,Kent
88404,BOROUGH MARKET JN,,Kent
09339,BORROW BROOK VIADUCT,,North West
64604,BORTH,BRH,Wales
86373,BOSHAM,BOH,Sussex
44212,BOSTON,BSN,East Midlands
44216,BOSTON DOCKS,,East Midlands
44217,BOSTON DOCKS COLAS,,East Midlands
44215,BOSTON LAFARGE REDLAND,,East Midlands
44214,BOSTON SLEAFORD SIDINGS,,East Midlands
44213,BOSTON STATION SIDINGS,,East Midlands
19101,BOTANIC GARDENS D.M.U.D.,XBG,North & East
